# GENERATED - do not edit translations here. Regenerate with:
#   python tools/build_glossary.py
# Term selection lives in references/glossary/glossary-terms.tsv;
# the translations are looked up in translations/it/.../mm678.po.
# Columns: msgctxt <TAB> English <TAB> it
autonote or awards	Endurance Boost (White) = Purple + Blue and Purple Layered	Ricostituente per la Resistenza Fisica (Bianco) = Viola + Blu e Viola sovrapposti
autonote or awards	Energy (Yellow) = Poppysnaps + Empty Bottle	Energia (Gialla) = Papaveri Gialli + ampolla vuota
autonote or awards	Essence of Accuracy (Black) = Bless + Yellow	Essenza di Precisione (Nera) = Benedizione + Gialla
autonote or awards	Essence of Accuracy = Cure Insanity + Stoneskin	
autonote or awards	Essence of Endurance (Black) = Supreme Protection + Yellow	Essenza di Costituzione (Nera) = Protezione Suprema + Gialla
autonote or awards	Essence of Endurance = Remove Curse + Recharge Item	
autonote or awards	Essence of Intellect (Black) = Stone Skin + Blue	Essenza d'Intelligenza (Nera) = Pelle di Roccia + Blu
autonote or awards	Essence of Intellect = Remove Curse + Shield	
autonote or awards	Essence of Luck (Black) = Super Resistance + Purple	Essenza di Fortuna (Nera) = Resistenza Superiore + Viola
autonote or awards	Essence of Luck = Haste + Heroism, Recharge Item + Shield, Harden Item + Stoneskin	
autonote or awards	Essence of Might (Black) = Heroism + Red	Essenza di Forza (Nera) = Eroismo + Rossa
autonote or awards	Essence of Might = Remove Fear + Heroism	
autonote or awards	Essence of Personality (Black) = Restoration + Blue	Essenza di Personalità (Nera) = Ristoro + Blu
autonote or awards	Essence of Personality = Remove Fear + Haste	
autonote or awards	Essence of Speed (Black) = Haste + Red	Essenza di Velocità (Nera) = Rapidità + Rossa
autonote or awards	Essence of Speed = Cure Insanity + Harden Item	
autonote or awards	Extreme Energy (White) = Orange + Yellow	Energia Estrema (Bianca) = Arancione + Gialla
autonote or awards	Fire Resistance (White) = Red and Orange Layered + Yellow and Green Layered	Resistenza al Fuoco (Bianco) = Rosso e Arancione sovrapposti + Giallo e Verde sovrapposti
autonote or awards	Flaming Potion (White) = Green + Red and Orange Layered	Pozione Infuocata (Bianco) = Verde + Rosso e Arancione sovrapposti
autonote or awards	Flaming Potion (White) = Purple + Yellow and Orange Layered	Pozione Infuocata (Bianco) = Viola + Giallo e Arancione sovrapposti
autonote or awards	Freezing Potion (White) = Green + Red and Purple Layered	Pozione Raggelante (Bianco) = Verde + Rosso e Viola sovrapposti
autonote or awards	Freezing Potion (White) = Orange + Blue and Purple Layered	Pozione Raggelante (Bianco) = Arancione + Blu e Viola sovrapposti
autonote or awards	Harden Item (Yellow and Green Layered) = Yellow + Green	Indurisci Oggetto (Giallo e Verde sovrapposti) = Giallo + Verde
autonote or awards	Haste (Red and Orange Layered) = Red + Orange	Velocità (Rosso e Arancione sovrapposti) = Rosso + Arancione
autonote or awards	Haste (White) = Green + Yellow	Rapidità (Bianca) = Verde + Gialla
autonote or awards	Heroism (Red and Purple Layered) = Red + Purple	Eroismo (Rosso e Viola sovrapposti) = Rosso + Viola
autonote or awards	Heroism (White) = Orange + Red	Eroismo (Bianca) = Arancione + Rossa
autonote or awards	Intellect Boost (White) = Green + Yellow and Green Layered	Ricostituente per l'Intelligenza (Bianco) = Verde + Giallo e Verde sovrapposti
autonote or awards	Luck Boost (White) = Red and Purple Layered + Blue and Purple Layered	Ricostituente per la Fortuna (Bianco) = Rosso e Viola sovrapposti + Blu e Viola sovrapposti
autonote or awards	Luck Boots (White) = Red and Purple Layered + Blue and Purple Layered	Fortuna Superiore (bianca) = rossa e viola stratificata + blu e viola stratificata
autonote or awards	Magic Potion (Blue) = Phima Root + Empty Bottle.  Different blue reagents can be used for increased effect.	Pozione Magica (Blu) = Radice di Phima + Bottiglia vuota. È possibile usare più reagenti blu per potenziare l'effetto.
autonote or awards	Magic Potion (Blue) = Phirna Root + Empty Bottle	Essenza di Mana (Blu) = Mandragola + ampolla vuota
autonote or awards	Magic Potion (Blue) = Phirna Root + Empty Bottle.  Different blue reagents can be used for increased effect.	Pozione Magica (blu) = Mandragola + ampolla vuota. Per aumentare l'effetto si possono utilizzare altri reagenti blu.
autonote or awards	Might Boost (White) = Purple + Red and Purple Layered	Ricostituente per la Forza (Bianco) = Viola + Rosso e Viola sovrapposti
autonote or awards	Mind Resistance (White) = Red and Purple Layered + Blue and Green Layered	Resistenza alla Mente (Bianco) = Rosso e Viola sovrapposti + Blu e Verde sovrapposti
autonote or awards	Noxious Potion (White) = Orange + Blue and Green Layered	Pozione Intossicante (Bianco) = Arancione + Blu e Verde sovrapposti
autonote or awards	Noxious Potion (White) = Purple + Yellow and Green Layered	Pozione Intossicante (Bianco) = Viola + Giallo e Verde sovrapposti
autonote or awards	Personality Boost (White) = Green + Blue and Green Layered	Ricostituente per la Personalità (Bianco) = Verde + Blu e Verde sovrapposti
autonote or awards	Potion of Doom = Remove Curse + Remove Fear, Remove Curse + Cure Insanity, Remove Fear + Cure Insanity	
autonote or awards	Potion of the Gods = Essense of Might + Harden item or Essence of Intellect + Stoneskin or Essence of Personality + Recharge item or Essence of Endurance + Haste or Essence of Accuracy + Shield or Essence of Speed + Heroism.	
autonote or awards	Preservation (Blue and Orange Layered) = Blue + Orange	Conservazione (Blu e Arancione sovrapposti) = Blu + Arancione
autonote or awards	Protection (Orange) = Yellow + Red	Protezione (Arancione) = Gialla + Rossa
autonote or awards	Protection from Magic = Cure Insanity + Bless	
autonote or awards	Protection from Magic = Remove Curse + Water Breathing	
autonote or awards	Protection from Magic = Remove Fear + Preservation	
autonote or awards	Pure Accuracy (Black) = Green Potion + Accuracy Boost (White)	Pura Accuratezza (Nero) = Pozione Verde + Ricostituente per l'Accuratezza (Bianco)
autonote or awards	Pure Air Resistance = Essence of Luck + Air Resistance	
autonote or awards	Pure Body Resistance = Essence of Luck + Body Resistance	
autonote or awards	Pure Earth Resistance = Essence of Luck + Earth Resistance	
autonote or awards	Pure Endurance (Black) = Green Potion + Endurance Boost (White)	Pura Resistenza Fisica (Nero) = Pozione Verde + Ricostituente per la Resistenza Fisica (Bianco)
autonote or awards	Pure Fire Resistance = Essence of Luck + Fire Resistance	
autonote or awards	Pure Intellect (Black) = Orange Potion + Intellect Boost (White)	Pura Intelligenza (Nero) = Pozione Arancione + Ricostituente per l'Intelligenza (Bianco)
autonote or awards	Pure Luck (Black) = Yellow and Orange Layered + Swift Potion (White)	Pura Fortuna (Nero) = Giallo e Arancione sovrapposti + Pozione dell'Agilità (Bianco)
autonote or awards	Pure Might (Black) = Orange Potion + Might Boost (White)	Pura Forza (Nero) = Pozione Arancione + Ricostituente per la Forza (Bianco)
autonote or awards	Pure Mind Resistance = Essence of Luck + Mind Resistance	
autonote or awards	Pure Personality (Black) = Purple Potion + Personality Boost (White)	Pura Personalità (Nero) = Pozione Viola + Ricostituente per la Personalità (Bianco)
autonote or awards	Pure Speed (Black) = Purple Potion + Speed Boost (White)	Pura Velocità (Nero) = Pozione Viola + Ricostituente per la Velocità (Bianco)
autonote or awards	Pure Water Resistance = Essence of Luck + Water Resistance	
autonote or awards	Recharge Item (Blue and Green Layered) = Blue + Green	Ricarica Oggetto (Blu e Verde Sovrapposti) = Blu + Verde
autonote or awards	Rejuvenation (Black) = Blue and Orange Layered + Divine Restoration (White)	Ringiovanimento (Nero) = Blu e Arancione sovrapposti + Guarigione Divina (Bianco)
autonote or awards	Rejuvenation (Black) = Extreme Energy + Green	Ringiovanimento (Nera) = Energia Estrema + Verde
autonote or awards	Rejuvenation (Black) = Red and Green Layered + Divine Restoration (White)	Ringiovanimento (Nero) = Rosso e Verde sovrapposti + Guarigione Divina (Bianco)
autonote or awards	Rejuvenation (Black) = Yellow and Purple Layered + Divine Restoration (White)	Ringiovanimento (Nero) = Giallo e Viola sovrapposti + Guarigione Divina (Bianco)
autonote or awards	Remove Curse (Purple and Green Layered) = Purple + Green	Scaccia Maledizione (Viola e Verde sovrapposti) = Viola + Verde
autonote or awards	Remove Fear (Orange and Purple Layered) = Orange + Purple	Scaccia Paura (Arancione e Viola sovrapposti) = Arancione + Viola
autonote or awards	Resistance (Green) = Yellow + Blue	Resistenza (Verde) = Gialla + Blu
autonote or awards	Restoration(White) = Purple + Green	Ristoro (Bianca) = Viola + Verde
autonote or awards	Shield (Blue and Purple Layered) = Blue + Purple	Scudo (Blu e Viola sovrapposti) = Blu + Viola
autonote or awards	Shocking Potion (White) = Orange + Red and Purple Layered	Pozione Scioccante (Bianco) = Arancione + Rosso e Viola sovrapposti
autonote or awards	Shocking Potion (White) = Purple + Red and Orange Layered	Pozione Scioccante (Bianco) = Viola + Rosso e Arancione sovrapposti
autonote or awards	Slaying Potion (Black) = Blue and Purple Layered + Flaming Potion (White)	Pozione Letale (Nero) = Blu e Viola sovrapposti + Pozione Infuocata (Bianco)
autonote or awards	Speed Boost (White) = Orange + Red and Orange Layered	Ricostituente per la Velocità (Bianco) = Arancione + Rosso e Arancione sovrapposti
autonote or awards	Stone Skin (White) = Orange + Blue	Pelle di Roccia (Bianca) = Arancione + Blu
autonote or awards	Stone to Flesh (Black) = Red and Purple Layered + Cure Paralysis (White)	Pietra in Carne (Nero) = Rosso e Viola sovrapposti + Cura Paralisi (Bianco)
autonote or awards	Stoneskin (Yellow and Orange Layered) = Yellow + Orange	Pelle di Pietra (Giallo e Arancione sovrapposti) = Giallo + Arancione
autonote or awards	Super Resistance (White) = Green + Blue	Resistenza Superiore (Bianca) = Verde + Blu
autonote or awards	Supreme Protection (White) = Orange + Green	Protezione Suprema (Bianca) = Arancione + Verde
autonote or awards	Swift Potion (White) = Green + Blue and Purple Layered	Pozione dell'Agilità (Bianco) = Verde + Blu e Viola sovrapposti
autonote or awards	Swift Potion (White) = Purple + Blue and Green Layered	Pozione dell'Agilità (Bianco) = Viola + Blu e Verde sovrapposti
autonote or awards	Water Breathing (Yellow and Purple Layered) = Yellow + Purple	Respirare sott'acqua (Giallo e Viola sovrapposti) = Giallo + Viola
autonote or awards	Water Resistance (White) = Blue and Purple Layered + Yellow and Green Layered	Resistenza all'Acqua (Bianco) = Blu e Viola sovrapposti + Giallo e Verde sovrapposti
class	Arch Druid	Arcidruido
class	Arch Mage	Arch Mage
class	Archer	Arciere
class	Assassin	Assassino
class	Battle Mage	Battle Mage
class	Black Knight	Cavaliere Nero
class	Bounty Hunter	Cacciatore di taglie
class	Cavalier	Cortigiano
class	Champion	Campione
class	Cleric	Chierico
class	Crusader	Crociato
class	Dark Elf	Elfo Scuro
class	Dark Elf Patriarch	Patriarca degli Elfi Scuri
class	Dragon	Drago
class	Druid	Druido
class	Great Druid	Great Druid
class	Great Wyrm	Gran Dragone
class	Hero	Eroe
class	High Priest	High Priest
class	Hunter	Cacciatore
class	Initiate	Avvio
class	Knight	Cavaliere
class	Lich	Lich
class	Master	Master
class	Master Archer	Mastro Arciere
class	Master Necromancer	Maestro Negromante
class	Master Wizard	
class	Minotaur	Minotauro
class	Minotaur Lord	Signore dei Minotauri
class	Monk	Monaco
class	Necromancer	Negromante
class	Ninja	Ninja
class	Nosferatu	Nosferatu
class	Paladin	Paladino
class	Patriarch	Patriarca
class	Peasant	Contadino
class	Priest	Sacerdote
class	Priest of Light	Sacerdote della Luce
class	Priest of the Dark	
class	Priest of the Light	
class	Priest of the Sun	Sacerdote del Sole
class	Ranger	Ranger
class	Ranger Lord	Signore del Bosco
class	Rogue	Vagabondo
class	Sniper	Cecchino
class	Sorcerer	Stregone
class	Spy	Spia
class	Thief	Ladro
class	Troll	Troll
class	Vampire	Vampiro
class	Villain	Furfante
class	War Troll	Troll Guerriero
class	Warlock	Stregone
class	Warrior Mage	Mago guerriero
class	Wizard	Mago
condition	Afraid	Spaventato
condition	Asleep	Addormentato
condition	Cursed	Maledetto
condition	Dead	Morto
condition	Diseased	Ammalato
condition	Drunk	Ubriaco
condition	Eradicated	Eradicato
condition	Good	Bene
condition	Insane	Folle
condition	Paralyzed	Paralizzato
condition	Poison	Veleno
condition	Stoned	Pietrificato
condition	Unconscious	Privo di sensi
condition	Weak	Debole
condition	Zombie	Zombi
items	Abbey Normal Golem Head	Testa di golem ammaccata
items	Accuracy Boost	Ricostituente per l'Accuratezza
items	Accuracy Boost Recipe	Ricetta del ricostituente per l'Accuratezza
items	Accurate Crossbow	Balestra accurata
items	Aegis	Aegis
items	Air Resistance	Resistenza all'Aria
items	Air Resistance Recipe	Ricetta della Resistenza all'Aria
items	Alacorn Wand of Acid	Verga cornea dell'Acido
items	Alacorn Wand of Blades	Verga cornea delle Lame
items	Alacorn Wand of Charms	Verga cornea del Fascino
items	Alacorn Wand of Fireballs	Verga cornea delle Palle di Fuoco
items	Alacorn Wand of Ice	Bacchetta Cornea del Ghiaccio
items	Alacorn Wand of Lightning	Verga cornea del Fulmine
items	Alacorn Wand of Swarms	Bacchetta Cornea degli Sciami
items	Alloyed Shield	Scudo in lega
items	Almighty Crown	Corona del Potere
items	Altar Piece	Pezzo di altare
items	Alvar Cloak	Mantello di Alvar
items	Alvarian Boots	Stivali di Alvar
items	Alvarian Leather	Cuoio di Alvar
items	Alvarian Poignard	Pugnale di Alvar
items	Amber	Ambra
items	Amethyst	Ametista
items	Amethyst Ring	Anello di ametista
items	Amuck	Amuck
items	Amythest	Ametista
items	Ancient Amulet	Amuleto antico
items	Angel Statue Painting	Dipinto dell'angelo
items	Angel Statuette	Statuina d'angelo
items	Angel's Ring	Anello angelico
items	Angelic Helm	Elmo Angelico
items	Ania Selving	Ania Selving
items	Ankh	Ankh
items	Anointed Herb Potion	Pozione di erbe consacrate
items	Aphrodite	Afrodite
items	Apollo	Apollo
items	Apple	Mela
items	Arcane Key	Chiave arcana
items	Arcane Wand of Blasting	Verga arcana dell'Esplosione
items	Arcane Wand of Clouds	Bacchetta arcana delle Nubi
items	Arcane Wand of Lightning	Arcana Bacchetta del Fulmine
items	Arcane Wand of Paralyzing	Verga arcana della Paralisi
items	Arcane Wand of Rocks	Verga arcana delle Rocce
items	Arcane Wand of the Fist	Verga arcana del Pugno
items	Archangel Broadsword	Spada larga da arcangelo
items	Archangel Wings	Ali d'arcangelo
items	Archibald Ironfist Painting	Ritratto di Arcibaldo
items	Arcomage Deck	Mazzo di ArcoMago
items	Ares	Ares
items	Armored Boots	Stivali rinforzati
items	Artemis	Artemide
items	Arthur	Artù
items	Artificer's Belt	Cintura da inventore
items	Assassin's Dagger	Pugnale da assassino
items	Astral Shield	Scudo Astrale
items	Athena	Atena
items	Atlas	Atlante
items	Awaken	Risveglio
items	Axe of Balthazar	Ascia di Balthazar
items	Back Door Key	Chiave della porta posteriore
items	Ball of Dunduck	Treccia di Tonzarella
items	Banded Plate	Corazza di piastre a bande
items	Barbed Club	
items	Barbed Trident	Tridente ornato
items	Barrow Key	Chiave di un tumulo
items	Basic Cryptography	Principi di Crittografia
items	Bathhouse Key	Chiave del Bagno
items	Battle Axe	Ascia da battaglia
items	Battle Hatchet	Accetta da battaglia
items	Battle Helm	Elmo da battaglia
items	Battleaxe	Ascia da battaglia
items	Beaked Halberd	Alabarda rostrata
items	Bear Statuette	Statuina di orso
items	Berserk	Frenesia
items	Berserker Belt	Cintura della furia
items	Bibliotheca Chest Key	Chiave della cassa della biblioteca
items	Big Brass Ring	Anello di ottone
items	Big Tapestry	Grosso arazzo
items	Bill of Sale	Allegato alla nota spese
items	Blackmail Letter	Lettera di ricatto
items	Blade of Mercy	Lama della pietà
items	Blaster	Pistola laser
items	Blaster Rifle	Fucile laser
items	Bless	Benedizione
items	Blessed Ring	Anello Benedetto
items	Blood Dagger	Pugnale del Sangue
items	Blood Drop Crossbow	Balestra di Goccia di Sangue
items	Blood Talisman	Talismano di sangue
items	Blue Quartz	Quarzo Blu
items	Body Resistance	Resistenza al Corpo
items	Body Resistance Recipe	Ricetta della Resistenza al Corpo
items	Bone	Osso
items	Bone of Doom	Osso del Fato
items	Bone Staff	Bastone d'osso
items	Brass Charm	Ciondolo di ottone
items	Brass Ring	Anello d'ottone
items	Breaker	Spaccatutto
items	Broadsword	Spada larga
items	Bronze Amulet	Amuleto bronzeo
items	Bronze Ring	Anello di bronzo
items	Bronze Shield	Scudo bronzeo
items	Calvary Shield	Scudo da cavaliere
items	Candelabra	Candelabro
items	Cannon Design Notes	Note sulla costruzione di un cannone
items	Cannonball of Dominion	Palla di cannone del Dominio
items	Captain's Code	Codice del Capitano
items	Captain's Cutlass	Sciabola corta da capitano
items	Caravaner's Crossbow	Balestra del carovaniere
items	Caravaner's Leather	Cuoio del carovaniere
items	Caravaner's Small Shield	Scudo da carovaniere
items	Cardinal Cloak	Mantello cardinalizio
items	Case of Soul Jars	Cassa di urne spirituali
items	Castle Shield	Scudo a castello
items	Catalyst	Catalizzatore
items	Catherine's Key	Chiave di Caterina
items	Cavalier Gauntlets	Guanti da cavaliere
items	Celestial Shield	Scudo Solare
items	Cell Key	Chiave della cella
items	Central Pillar Key	Chiave del pilastro centrale
items	Certificate of Authentication	Certificato di autenticità
items	Chain Mail	Cotta di maglia
items	Champion Sword	Spada del Campione
items	Champion's Sword	Spada da campione
items	Charele	Charele
items	Charged connector stone	
items	Chest Key	Chiave della Cassa
items	Chime of Harmony	Campanelle dell'Armonia
items	Cipher	Messaggio cifrato
items	Citrine	Citrino
items	Clanker's Amulet	Amuleto di Clanker
items	Claw Amulet	Amuleto ungulato
items	Cloak of Baa	Mantello di Baa
items	Cloak of the Sheep	Mantello del Gregge
items	Cloth Hat	Cappello di tela
items	Club	Clava
items	Cobra Egg	Uovo di cobra
items	Colony Zod Key	Chiave della Colonia Zod
items	Common Halberd	
items	Communication Officer's Code	Codice dell'Ufficiale alle Comunicazioni
items	Composite Bow	Arco composito
items	Conan	Conan
items	Conflux Key	Chiave della confluenza
items	Connector stone	
items	Conscript's Helm	Elmo d'ordinanza
items	Contestant's Shield	Scudo di un contendente
items	Control Cube	Cubo di Controllo
items	Control Undead	Controlla Non-Morti
items	Corsair	Corsara
items	Crate of Arrowheads	Cassa di punte di freccia
items	Crate of Enrothian Wine	Cassa di vino erathiano
items	Crate of Glass Bottles	Cassa di bottiglie
items	Crate of Griffin Feathers	Cassa di penne di grifone
items	Crate of Sand	Cassa di sabbia
items	Crate of Tularean Wood	Cassa di legno di Tular
items	Cronos	Crono
items	Crossbow	Balestra
items	Crown	Crown
items	Crown of Final Dominion	Corona del dominio finale
items	Crude Axe	Ascia grezza
items	Crude Bow	Arco grezzo
items	Crude Crossbow	
items	Crude Dagger	Pugnale rudimentale
items	Crude Leather Armor	
items	Crude Longbow	
items	Crude Longsword	Spada grezza
items	Crude Mace	
items	Crude Spear	Lancia grezza
items	Crude Trident	
items	Cruel Spear	Lancia Crudele
items	Crusader Sword	Spada da crociato
items	Crusader's Gauntlets	Guanti da crociato
items	Crushed Rose Petals	Petali di rosa
items	Crystal Dagger	Pugnale di cristallo
items	Crystal of Terrax	Cristallo di Terrax
items	Crystal Skull	Teschio di cristallo
items	Cure Disease	Cura Malattia
items	Cure Insanity	Cura Follia
items	Cure Paralysis	Cura Paralisi
items	Cure Paralysis Recipe	Ricetta della cura per la Paralisi
items	Cure Poison	Cura Veleno
items	Cure Weakness	Cura Debolezza
items	Cure Wounds	Cura Ferite
items	Cutlass	Sciabola corta
items	Cycle of life	
items	Dadeross' Letter to Fellmoon	Lettera di Dadeross a Fellmoon
items	Dagger	Pugnale
items	Dagger Wound Oddities	Stranezze all'Isola dei Pugnali
items	Dark Containment	Contenimento Oscuro
items	Dark Elven Bastard Sword	Spada bastarda degli Elfi Scuri
items	Dark Elven Longsword	Spada lunga degli Elfi Scuri
items	Dark Grasp	Morsa dell'Oscurità
items	Dark Hammer	Martello Oscuro
items	Dark Knight Plate	Corazza di piastre del Cavaliere Nero
items	Datura	Datura
items	Dazzling Ring	Anello abbagliante
items	Death Head Shield	Scudo da morto-vivente
items	Death Mace	Mazza della Morte
items	Death's Head Pendant	Amuleto Testa di Morto
items	Deck of Fate	Tarocchi del Destino
items	Defender Helm	Elmo del Difensore
items	Detect Life	Individua Vita
items	Devil Plans	Piani dei Demoni
items	Devilbone Bow	Arco di osso di diavolo
items	Diamond	Diamante
items	Diary Page	Pagina di diario
items	Dimension door	
items	Dire Wolf Pelt	Pelliccia di Lupo Feroce
items	Discharge Papers	Documento di congedo
items	Disheveled Chain Mail	
items	Divine Boost	
items	Divine Boost recipe	
items	Divine Cure	Cura Divina
items	Divine Cure Recipe	Ricetta della Cura divina
items	Divine Dagger	Pugnale Divino
items	Divine Magic	Magia Divina
items	Divine Power	Potere Divino
items	Divine Power Recipe	Ricetta del Potere divino
items	Divine Protection	
items	Divine Protection recipe	
items	Divine Restoration	Guarigione Divina
items	Divine Restoration Recipe	Ricetta della Guarigione divina
items	Divine Transcendence	
items	Divine Transcendence recipe	
items	Doctor's Code	Codice del Dottore
items	Doom's Day Cloak	Mantello dell'Apocalisse
items	Dragon Claw	Artiglio di drago
items	Dragon Egg	Uovo di drago
items	Dragon Harpoon	Arpione per draghi
items	Dragon Helm	Elmo da Drago
items	Dragon Hide Gauntlets	Guanti di Drago
items	Dragon Hunter's Shield	Scudo da cacciatore di draghi
items	Dragon Leader's Egg	Uovo del capo dei Draghi
items	Dragon Leather	Cuoio di drago
items	Dragon Statuette	Statuina di drago
items	Dragon Tower Keys	Chiavi delle Torri dei Draghi
items	Dragon Turtle Fang	Zanne della Tartaruga Drago
items	Dragon's Eye	Occhio di drago
items	Dragonbane Flower	Fiore del veleno del drago
items	Dragoning Plate	Corazza di Drago
items	Dragonning Blade	Spada anti-drago
items	Dragonning Boots	Stivali da drago
items	Dried Sunfish	Pescesole essiccato
items	Drogg's Helm	Elmo di Drogg
items	Druid Circlet of Power	Cerchio druido del Potere
items	Drum of Victory	Tamburo della vittoria
items	Dueling Long Dagger	Stiletto da duello
items	Duelist Blade	Lama da duello
items	Dwarven Axe	Ascia nanesca
items	Dwarven Battleaxe	Ascia da battaglia dei Nani
items	Dwarven Dagger	Pugnale nanesco
items	Dwarven Hammer	Martello nanesco
items	Dwarven Morningstar	Mazza chiodata
items	Eagle Statuette	Statuina d'aquila
items	Earth Resistance	Resistenza alla Terra
items	Earth Resistance Recipe	Ricetta della resistenza alla Terra
items	East Pillar Key	Chiave del pilastro est
items	Ebonest	Ebonest
items	Eclipse	Eclisse
items	Elderaxe	Ascia dell'anziano
items	Eldritch Shield	Scudo di Eldritch
items	Elegant Cloak	Mantello elegante
items	Elegant Letter	Lettera elegante
items	Elfbane	Rovina degli Elfi
items	Elite Halberd	Alabarda d'élite
items	Elite Minotaur Axe	Ascia dei Minotauri d'élite
items	Elixir	Elisir
items	Elsenrail	Elsenrail
items	Elven Bow	Arco elfico
items	Elven Chainmail	Cotta di Maglia Elfica
items	Elven Cloak	Mantello elfico
items	Elven Long Spear	Lancia Elfica
items	Elven Longbow	Arco elfico
items	Elven Saber	Fioretto elfico
items	Elven Spear	Lancia elfica
items	Elven Warbow	Arco da guerra elfico
items	Elvish Toadstool	Porcino elfico
items	Emerald	Smeraldo
items	Emerald Ring	Anello con smeraldo
items	Emerald Staff	Bastone di Smeraldo
items	Emperor Thorn's Key	Chiave dell'Imperatore Thorn
items	Empty Message Scroll	Pergamena vuota
items	Enchanted Amulet	Amuleto incantato
items	Enchanted Leather	Cuoio incantato
items	Enchanted Ring	Anello incantato
items	Endurance Boost	Ricostituente per la Resistenza Fisica
items	Endurance Boost Recipe	Ricetta del ricostituente per la Resistenza Fisica
items	Enemies List	Elenco dei nemici
items	Energy	Energia
items	Engineer's Code	Codice dell'Ingegnere
items	Enslave	Soggiogamento
items	Erathian Long Dagger	Stiletto erathiano
items	Erudine Chainmail	Corazza di maglia d'erudinio
